"title","stars","text"
"Pizza Hut - Union Place","4","Place hasn't changed much since beginning. Customer service is brilliant as the flagship store. Food has been somewhat consistent throughout the years."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","It is a quite small place, most probably crowded and noisy. But they give your order just within 15 mins. Parking is also available. And there's a bell, for customers to ring, if you had a great time there."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","A nice, calm and quiet place to chill with your buddies. They do give a good customer service!"
"Pizza Hut - Union Place","1","Too noisy & lousy food"
"Pizza Hut - Union Place","5","Nice place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place. Nice pizzas. Recommend to any one."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Very nice place. Inside is Pleasant and calm"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Convenient location and less time taken prepare pizzas"
"Pizza Hut - Union Place","3","Good"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good Service than other places"
"Pizza Hut - Union Place","5","Very expensive"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Ideal spot for a night out with friends."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","One of the busiest pizzahuts... Yet, they won't take that long to serve."
"Pizza Hut - Union Place","5","The food and the environment was awsome"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","可倫坡吃pizza 的好地方"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best pizzahut in Sri Lanka hands down! Outstanding staff and managers, incredible service and product quality. If you want to be sure your getting the best from a pizzahut Union Place pizzahut is the place to go."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","HV great time had superb dinner..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","We really enjoyed the night WITH great food."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5","I love pizza Hut"
"Pizza Hut - Union Place","5","A nice and comfortable pizzeria.
A wonderful service, with a lot of amazing wide spread of pizzas.
If you love pizzas go to pizza Hut."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best place to dine in.. super service and Love that taste"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Visited on a Sunday, so there were only a few customers. The service was good and fast enough. Tried out the new hot buttered cuttlefish and peppered chicken pizzas."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Forks on our table weren't cleaned at all. Served disgustingly dirty forks used by someone without cleaning. It's just a human error but shouldn't have happened"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best Pizza Always... friendly staffs... fast dine in... pleasant environment.. Good place to hang out with friends..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good .good service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good and super tasty,"
"Pizza Hut - Union Place","5","This is one the best Pizza Huts I have ever seen. Excellent service, energetic and forward crew, no self service which is also great. Pizza is also good but can be better. 5 star for the service excellence."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Most of the time is crowded. Pizza quality is same as other branches."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Quick service...good staff"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Good for delivery"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice place"
"Pizza Hut - Union Place","3","Thares verry slow"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Best customer service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good taste"
"Pizza Hut - Union Place","4","very hot delicious 👌👌
Comfortable place for the gang 👌👌😍"
"Pizza Hut - Union Place","5","Great"
"Pizza Hut - Union Place","5","Friendly staff, nice ambience and yummy food"
"Pizza Hut - Union Place","5","Tasty food that you can share while dining"
"Pizza Hut - Union Place","5","Good service good foods"
"Pizza Hut - Union Place","5","It'a calm pizza hut to visit."
"Pizza Hut - Union Place","4","Prior reservation is not mandatory. Service is exceptional as always."
"Pizza Hut - Union Place","4","Great food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice place. We,  me and gf used to go there every time we met"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","Best place"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4","It's a lovely place with a lot space. The food is great and service is good but, the the waiters seem to be quite distracted most of the time. So we have to wait 10 - 15 minutes to grab their attention to get them to come to us and start the order. Despite the service delay , the rest is perfect."
"Pizza Hut - Union Place","5","Good and friendly service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good customer service. They follow unique rules
."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great taste and clean place."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","No proper customer care. Had a very bad experience in fact."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","As usual they offer good pizza."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good Pizza 👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place with sufficient parking. There is a small play area as well"
"Pizza Hut - Union Place","5","Great Place 👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place for a pizza.."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Very busy place ."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","I always prefer Pizza hut for delicious and juicy pizza. At their Union Place outlet, the staff is very friendly and served us well. We actually went to get pizza for an online offer for which they offered free one to one large pizza. The offer was only for take away. But they allowed us to get the offer and dine in at the venue. That was very nice of them. The atmosphere is spacious and pleasent. Could recommended if you are looking to enjoy pizza in a nice and calm location in town."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Quick and friendly staffs.."
"Pizza Hut - Union Place","5","I'll say good customer service the way of they treating very impressive"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Little bib busy. But probably the best pizza hut visited."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Best Pizza Hut outlet in the country!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great food. Friendly staff."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5","Today I visited this place. I tasted nice pizza."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Delicious. Have parking facilities."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great service !"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good pizza"
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","I enjoyed the food here"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Ring the bell"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Good . But not awesome . Please improve your taste..."
"Pizza Hut - Union Place","4","Restaurant style pizza hut. Offering table service. Great atmosphere. Great service. Gets crowded during weekends."
"Pizza Hut - Union Place","5","Parking available"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent!"
"Pizza Hut - Union Place","5","Appreciate the Customer Service. Spacious and comfortable parking area."
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Table service was good."
"Pizza Hut - Union Place","5","Service is good. Varuna is nice and supportive. I like triple chicken pizza alot"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","Worst pizza hut we have been"
"Pizza Hut - Union Place","5","Good and QHSE"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","The original Pizza hut outlet. This venerable premises has a entertainment are plus kids play area. Usual Pizza hut fare and fast service. Has a fair bit of parking on the side. Well patronised by the tenants of the numerous condominiums dotting the Colombo 2 skyline."
"Pizza Hut - Union Place","4","Good SERVICE"
"Pizza Hut - Union Place","4","Tasty pizzas and good service."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Nice place to time out and good customer service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","good customer service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","👎👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice ambiance and good food. Friendly staff too"
"Pizza Hut - Union Place","5","Cozy and nice"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Friendly and active staff. Good service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Friendly staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Had a hot Cupertino.. And had a great time.."
